Recommendation details for test users’ full profile using 30 features				
userId	movieId	popularity	avgRating	title
42273	[182657]	[1]	[ 5.]	['Pale (2016)']
42273	[151989]	[1]	[ 5.]	['The Thorn (1971)']
42273	[136996]	[1]	[ 5.]	['The Wrong Girl (1999)']
42273	[137020]	[1]	[ 5.]	"[""A Sister's Secret (2009)""]"
42273	[137064]	[1]	[ 5.]	['Twisted Desire (1996)']
42273	[138172]	[1]	[ 5.]	['Baseline (2010)']
42273	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
42273	[137006]	[1]	[ 5.]	['Poison (2000)']
42273	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
42273	[137032]	[1]	[ 5.]	['The Perfect Neighbor (2005)']
42273	[159123]	[1]	[ 5.]	['Catching Out (2003)']
42273	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
42273	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
42273	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
42273	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
42273	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
42273	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
42273	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
42273	[159135]	[1]	[ 5.]	['The Viking (1931)']
42577	[136992]	[1]	[ 5.]	"[""When He Didn't Come Home (1998)""]"
42577	[182657]	[1]	[ 5.]	['Pale (2016)']
42577	[136996]	[1]	[ 5.]	['The Wrong Girl (1999)']
42577	[136998]	[1]	[ 5.]	['The Wrong Girl (2015)']
42577	[137020]	[1]	[ 5.]	"[""A Sister's Secret (2009)""]"
42577	[137064]	[1]	[ 5.]	['Twisted Desire (1996)']
42577	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
42577	[107434]	[1]	[ 5.]	['Diplomatic Immunity (2009\xe2\x80\x93 )']
42577	[137006]	[1]	[ 5.]	['Poison (2000)']
42577	[137048]	[1]	[ 5.]	['Perfect Child (2007)']
42577	[137032]	[1]	[ 5.]	['The Perfect Neighbor (2005)']
